comentario,valor
"Sub-standard apartments. Unfriendly staff... Poor Hygeine!. The whole set-up... Small, dirty apartment crawling with ants.. Sub-standard. Uncomfortable beds felt like prison bunks. Located on a hill. Amenities on the lower slope and have to climb up to your room and exit. Worst place I had ever stayed...The staff were very unfriendly!!. Will never go back!! Booking.com is a con... even they do not want to help!!!",Bad
Terrible. Very poor not happy at all,Bad
Terrible apartments !!. Was not as seen online before booking ! This was a terrible apartment and we will definitely NOT recommend to anyone and we wont be back ! Waist of money would like a refund !!,Bad
"Terribly bad, worst and awful~~. nan",Bad
The apartment was in a block which looked like a prison the.... nan,Bad
The apt was old and dull it was cleaned once towels twice if.... Cleaning,Bad
"The only good thing about the hotel was the staff. Bad food, rooms, cockroaches, not a 4* hotel at all.",Bad
"The owner speak only russian and a very bad german (no.... The owner speak only russian and a very bad german (no english no spanish no french).
The kictchen was dirty with big cockroaches below the water sink.
Asked for other sheets because the one provide were dirty and in bad conditions, nothing was provided. The double bed is very short.
Very noisy location in front of a pub and the street is quiet from traffic only at late night.",Bad
"the sunshine only. please stay away from this resort its a nightmare, starting with the apartment only 2 tv channels shower room its falling apart, no fan or air con, wifi £5 per day, no safe the beds i wake up with back ache every morning, you need to take 3 lifts to reach your apartment, 2000 steps to beach, tax takes 45min to come    to reception. the food my will not eat it when i remember now makes me sick eahhhh, pool colder then  ocean, i moved out after 2 nights still kept me £400 for 2 nights,",Bad
"the weather. room allocated (even when we moved rooms) wasn't what I paid for
cockroaches in the room weren't dealt with when I reported them
sheets/bedding worn   towels worn -not changed often enough
hot water tap scalding hot- but not enough to shower more than 1 person 
location of pool down very steep hill 
location of hotel a very steep climb of 3 hills
real shame as I was looking for a place I could return to annually",Bad
The worst booking ever and the last time i use booking.com after being mis-sold for the third time. Everything,Bad
"Theft
. On the last day I bought a few face creams as gifts to my friends home.
Unfortunately I left them in my Fridge upon departure. When I called the
next day if the cleaning lady maybe brought them to the reception - I
was informed that she threw them away, as she thought that was an old
food (in cardbord, elegant Packagings with the well known female
brand???).
of course she behaved according to the rules - but I am sure that she knew that it was NOT FOOD - but brand new creams originally packaged....
",Bad
They did not return my money for deposit. They did not return my money for deposit,Bad
"This hostel will put you out on the streets on arrival..booking confirmation or not!!!. When I arrived to the property at 11pm  I was told I was not staying in the property.I showed the receptionist my booking confirmation.
he told me didn't care about it and put me out on the streets.I  had no where to stay and no idea of any place on the island.disgraceful way to treat a tourist",Bad
"This hotel does not deserve even one star as there.. This hotel does not deserve even one star as there. To reach it from the city You have to climb on hill 15min. If you take a car rental, you can not park your car near in the evening because There's no even one free place! Hotel doesn't have any parking place. Rooms on the ground floor are a disaster, the bed is too small, filthy floor, you have a small terrace, but it's better not to sit there because everyone will stare when they walk past. Worst of all is the unbearable noise from the guests or the staff or the owners themselves. Now you're next to the reception and all you hear everything. The door banging non-stop, guests will ring, owners shout and yammer on endlessly, dogs barking,
phone is ringing, throbbing, pounding a maid who is crazy from 9a.m. There is no sound insulation and disgusting to hear everything. Without earplugs no chance to sleep, and it will not help when the maid starts pounding in the morning. Internet signal is bad and often the connection is very slow. Avoid this hotel at all costs because there is a close apartment for 14eu, and I'm sorry that I gave them altogether and the euro for the den.",Bad
This is the worst apartment complex in a litter strewn rundown area of Adeje. To be avoided.. The apartment was old and grubby. The pool was cold. The bar was dark and noisy. There was a smell of stagnant water everywhere. Many of the other guests were loud vulgar alcoholics.,Bad
"This place awful, do not stay here!. This place awful, do not stay here! I stayed for 2 nights in female 4 bed dorm which is very small with 4 improvised lockers not big enough for a small suitcase. On the second night the owner installed the fifth bed – this meant I could hardly get out of my bed without stepping on the fifth person. I asked the owner to give us all a discount (because of the fifth bed) but he refused. There was no hot water in the mornings and in the evenings which the owner explained is because they have solar panels and because people staying there use too much water. The common kitchen is very small and both fridges were so full (of leftover food) the doors would not close. In addition the bar next door had live music which meant we did not get much sleep.",Bad
